"","AT3G49960","AT5G67400","POPTR_007G053400v3","AT2G39530","POPTR_010G205300v3","AT1G11580","POPTR_011G025400v3","AT3G27400","POPTR_001G339500v3","AT4G26260","POPTR_018G069700v3","AT2G44990","POPTR_014G056800v3","AT1G12940","POPTR_015G081500v3","AT1G67750","POPTR_008G182200v3","AT5G13140","POPTR_003G167100v3","AT4G02330","POPTR_014G127000v3","AT5G20630","POPTR_006G142600v3","AT1G70710","POPTR_010G109200v3","AT1G10550","POPTR_014G115000v3","AT5G23210","POPTR_005G091700v3"
"C3HZincfinger",0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552
"CAMTA",-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,0.931034482758621,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,0.931034482758621,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793
"CG-1",-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759
"CPP",0.310344827586207,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,0.310344827586207,0.310344827586207,-0.689655172413793,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,-0.689655172413793
"CSD",-0.482758620689655,-0.482758620689655,-0.482758620689655,0.517241379310345,-0.482758620689655,0.517241379310345,0.517241379310345,0.517241379310345,-0.482758620689655,-0.482758620689655,0.517241379310345,0.517241379310345,0.517241379310345,0.517241379310345,0.517241379310345,0.517241379310345,0.517241379310345,-0.482758620689655,-0.482758620689655,-0.482758620689655,-0.482758620689655,0.517241379310345,-0.482758620689655,-0.482758620689655,0.517241379310345,-0.482758620689655,-0.482758620689655,0.517241379310345,-0.482758620689655
"E2F",-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,0.96551724137931,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897,-0.0344827586206897
"E2F/DP",-0.241379310344828,-0.241379310344828,-0.241379310344828,0.758620689655172,-0.241379310344828,-0.241379310344828,-0.241379310344828,-0.241379310344828,0.758620689655172,-0.241379310344828,-0.241379310344828,-0.241379310344828,-0.241379310344828,-0.241379310344828,0.758620689655172,-0.241379310344828,-0.241379310344828,-0.241379310344828,-0.241379310344828,-0.241379310344828,-0.241379310344828,0.758620689655172,0.758620689655172,-0.241379310344828,0.758620689655172,-0.241379310344828,0.758620689655172,-0.241379310344828,-0.241379310344828
"EIL",0.586206896551724,-0.413793103448276,-0.413793103448276,0.586206896551724,-0.413793103448276,-0.413793103448276,-0.413793103448276,0.586206896551724,-0.413793103448276,-0.413793103448276,-0.413793103448276,0.586206896551724,-0.413793103448276,0.586206896551724,-0.413793103448276,-0.413793103448276,-0.413793103448276,0.586206896551724,-0.413793103448276,0.586206896551724,0.586206896551724,0.586206896551724,0.586206896551724,-0.413793103448276,0.586206896551724,-0.413793103448276,-0.413793103448276,0.586206896551724,-0.413793103448276
"EIN3",0.379310344827586,-0.620689655172414,0.379310344827586,0.379310344827586,0.379310344827586,-0.620689655172414,0.379310344827586,0.379310344827586,0.379310344827586,-0.620689655172414,0.379310344827586,0.379310344827586,-0.620689655172414,0.379310344827586,0.379310344827586,-0.620689655172414,-0.620689655172414,0.379310344827586,-0.620689655172414,0.379310344827586,0.379310344827586,0.379310344827586,0.379310344827586,-0.620689655172414,0.379310344827586,-0.620689655172414,-0.620689655172414,0.379310344827586,-0.620689655172414
"ERF",0.241379310344828,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828
"FAR1",-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,0.931034482758621,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,0.931034482758621,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793,-0.0689655172413793
"G2-like",0.310344827586207,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,-0.689655172413793,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,-0.689655172413793,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207
"GeBP",-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,0.793103448275862,-0.206896551724138,-0.206896551724138,-0.206896551724138,0.793103448275862,-0.206896551724138,0.793103448275862,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,0.793103448275862,-0.206896551724138,0.793103448275862,0.793103448275862,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138
"GRAS",-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,0.793103448275862,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,0.793103448275862,0.793103448275862,0.793103448275862,-0.206896551724138,-0.206896551724138,0.793103448275862,0.793103448275862,-0.206896551724138
"GRF",-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.310344827586207,0.689655172413793,-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.310344827586207,0.689655172413793,0.689655172413793,0.689655172413793,0.689655172413793,0.689655172413793,-0.310344827586207,-0.310344827586207,0.689655172413793,0.689655172413793,-0.310344827586207,-0.310344827586207,-0.310344827586207,0.689655172413793,-0.310344827586207,-0.310344827586207,-0.310344827586207
"HB-PHD",0.344827586206897,-0.655172413793103,-0.655172413793103,0.344827586206897,0.344827586206897,0.344827586206897,0.344827586206897,0.344827586206897,-0.655172413793103,0.344827586206897,0.344827586206897,-0.655172413793103,-0.655172413793103,0.344827586206897,0.344827586206897,0.344827586206897,0.344827586206897,0.344827586206897,0.344827586206897,0.344827586206897,-0.655172413793103,-0.655172413793103,0.344827586206897,0.344827586206897,0.344827586206897,-0.655172413793103,-0.655172413793103,0.344827586206897,-0.655172413793103
"HD-ZIP",0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,-0.96551724137931,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896
"HSF",0.275862068965517,0.275862068965517,0.275862068965517,-0.724137931034483,0.275862068965517,-0.724137931034483,0.275862068965517,0.275862068965517,-0.724137931034483,0.275862068965517,0.275862068965517,-0.724137931034483,-0.724137931034483,0.275862068965517,0.275862068965517,0.275862068965517,0.275862068965517,0.275862068965517,0.275862068965517,0.275862068965517,-0.724137931034483,0.275862068965517,0.275862068965517,-0.724137931034483,-0.724137931034483,0.275862068965517,0.275862068965517,0.275862068965517,0.275862068965517
"LBD",-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759
"LOB",-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759,0.862068965517241,-0.137931034482759,-0.137931034482759,-0.137931034482759,-0.137931034482759
"MADF",0.172413793103448,-0.827586206896552,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552
"MADSbox",0.172413793103448,0.172413793103448,-0.827586206896552,-0.827586206896552,0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,0.172413793103448,-0.827586206896552,0.172413793103448,0.172413793103448
"MIKC",0.379310344827586,0.379310344827586,-0.620689655172414,0.379310344827586,-0.620689655172414,0.379310344827586,-0.620689655172414,0.379310344827586,-0.620689655172414,0.379310344827586,-0.620689655172414,-0.620689655172414,-0.620689655172414,0.379310344827586,-0.620689655172414,0.379310344827586,0.379310344827586,0.379310344827586,0.379310344827586,0.379310344827586,0.379310344827586,-0.620689655172414,0.379310344827586,0.379310344827586,-0.620689655172414,-0.620689655172414,0.379310344827586,0.379310344827586,0.379310344827586
"M-type",0.482758620689655,0.482758620689655,-0.517241379310345,0.482758620689655,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,0.482758620689655,-0.517241379310345,0.482758620689655,-0.517241379310345,-0.517241379310345,-0.517241379310345,0.482758620689655,-0.517241379310345,-0.517241379310345,0.482758620689655,0.482758620689655,-0.517241379310345,-0.517241379310345,0.482758620689655,-0.517241379310345,0.482758620689655,0.482758620689655,0.482758620689655,0.482758620689655,0.482758620689655,0.482758620689655
"MYB",0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,-0.96551724137931,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896
"MYB-related",0.137931034482759,0.137931034482759,-0.862068965517241,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,-0.862068965517241,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,-0.862068965517241,-0.862068965517241,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759
"NAC",0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,-0.96551724137931,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896
"NAM",0.310344827586207,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,0.310344827586207,-0.689655172413793,-0.689655172413793,-0.689655172413793,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207,0.310344827586207
"NF-YA",0.241379310344828,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828
"NF-YC",0.241379310344828,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828
"Nin-like",-0.379310344827586,0.620689655172414,0.620689655172414,-0.379310344827586,0.620689655172414,-0.379310344827586,0.620689655172414,-0.379310344827586,-0.379310344827586,-0.379310344827586,0.620689655172414,0.620689655172414,-0.379310344827586,-0.379310344827586,-0.379310344827586,-0.379310344827586,-0.379310344827586,-0.379310344827586,-0.379310344827586,0.620689655172414,0.620689655172414,-0.379310344827586,-0.379310344827586,-0.379310344827586,-0.379310344827586,0.620689655172414,0.620689655172414,-0.379310344827586,0.620689655172414
"PLATZ",-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,0.896551724137931,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,0.896551724137931,0.896551724137931,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069
"RAV",0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724
"S1Fa-like",-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,0.896551724137931,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,0.896551724137931,0.896551724137931,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069,-0.103448275862069
"SBP",0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,-0.896551724137931,0.103448275862069,0.103448275862069,-0.896551724137931,0.103448275862069,-0.896551724137931,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069
"Sox",0.137931034482759,-0.862068965517241,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,-0.862068965517241,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,-0.862068965517241,0.137931034482759,0.137931034482759,-0.862068965517241,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759
"SRS",0.413793103448276,-0.586206896551724,-0.586206896551724,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276
"Storekeeper",-0.413793103448276,0.586206896551724,-0.413793103448276,-0.413793103448276,-0.413793103448276,0.586206896551724,0.586206896551724,-0.413793103448276,-0.413793103448276,0.586206896551724,-0.413793103448276,0.586206896551724,0.586206896551724,-0.413793103448276,0.586206896551724,0.586206896551724,0.586206896551724,-0.413793103448276,-0.413793103448276,-0.413793103448276,-0.413793103448276,0.586206896551724,-0.413793103448276,-0.413793103448276,-0.413793103448276,-0.413793103448276,0.586206896551724,0.586206896551724,-0.413793103448276
"TALE",0.241379310344828,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828
"TCP",-0.586206896551724,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,-0.586206896551724,0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,0.413793103448276,-0.586206896551724,-0.586206896551724,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,-0.586206896551724,-0.586206896551724,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,-0.586206896551724,0.413793103448276
"TCR",0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,-0.896551724137931,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,-0.896551724137931,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,-0.896551724137931
"tify",0.241379310344828,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,-0.758620689655172,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828,0.241379310344828
